
Host: ThinkPad-P50

Wall Time:      219.00 seconds

JK: (A|mn)  :      44.51u       0.01s      11.13w      5 calls
JK: (A|Q)^-1/2:       5.62u       0.00s   4.007968w      5 calls
JK: (Q|mn)  :      13.93u       0.00s      13.96w      5 calls
HF: Form H  :       0.00u       0.00s 0.00914500w      1 call
HF: Form S/X:       0.13u       0.00s 0.03177700w      1 call
HF: Guess   :       0.65u       0.00s 0.16208600w      1 call
SAD Guess   :       0.64u       0.00s 0.15902900w      1 call
JK: D       :       0.03u       0.00s   0.020823w     72 calls
JK: USO2AO  :       0.01u       0.01s   0.008046w     72 calls
JK: JK      :     560.96u       1.15s     146.34w     72 calls
JK: J       :      30.58u       0.13s   8.312080w     72 calls
JK: J1      :      16.42u       0.07s   4.176126w    102 calls
JK: J2      :      14.09u       0.06s   4.098759w    102 calls
JK: K       :     526.70u       0.22s     136.91w     72 calls
JK: K1      :     481.73u       0.09s     120.59w    130 calls
JK: K2      :      44.21u       0.13s      16.13w    100 calls
JK: AO2USO  :       0.00u       0.00s   0.000061w     72 calls
DIISManager::add_entry:       0.11u       0.00s   0.035930w     48 calls
DIISManager::extrapolate:       0.33u       0.06s   0.090802w     47 calls
DIISManager::extrapolate: bMatrix setup:       0.14u       0.01s   0.045470w     47 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.01u       0.00s   0.001412w     47 calls
DIISManager::extrapolate: form new data:       0.18u       0.05s   0.043685w     47 calls
HF: Form G  :     117.28u       0.55s      34.32w     16 calls
HF: Form F  :       0.00u       0.00s   0.005090w     16 calls
HF: DIIS    :       0.84u       0.03s   0.217776w     16 calls
HF: Form C  :       1.69u       0.01s   0.435101w     16 calls
HF: Form D  :       0.05u       0.00s   0.008333w     16 calls

***********************************************************

Host: ThinkPad-P50

Timers On : Mon Jan 15 17:44:49 2018
Timers Off: Mon Jan 15 17:48:52 2018

Wall Time:      243.00 seconds

JK: (A|mn)  :      44.73u       0.00s      11.19w      5 calls
JK: (A|Q)^-1/2:       5.59u       0.04s   3.973424w      5 calls
JK: (Q|mn)  :      13.55u       0.00s      13.57w      5 calls
HF: Form H  :       0.01u       0.00s 0.00311200w      1 call
HF: Form S/X:       0.12u       0.00s 0.03176600w      1 call
HF: Guess   :       0.65u       0.00s 0.16262800w      1 call
SAD Guess   :       0.64u       0.00s 0.15954700w      1 call
JK: D       :       0.12u       0.00s   0.027007w     77 calls
JK: USO2AO  :       0.08u       0.00s   0.008594w     77 calls
JK: JK      :     625.33u       1.30s     162.67w     77 calls
JK: J       :      35.43u       0.12s   9.741851w     77 calls
JK: J1      :      19.14u       0.04s   4.855505w    112 calls
JK: J2      :      16.17u       0.08s   4.843933w    112 calls
JK: K       :     585.70u       0.18s     151.61w     77 calls
JK: K1      :     524.59u       0.03s     131.29w    145 calls
JK: K2      :      59.87u       0.13s      20.03w    110 calls
JK: AO2USO  :       0.00u       0.00s   0.000066w     77 calls
DIISManager::add_entry:       0.20u       0.02s   0.046647w     53 calls
DIISManager::extrapolate:       0.29u       0.07s   0.090118w     52 calls
DIISManager::extrapolate: bMatrix setup:       0.16u       0.03s   0.038857w     52 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001546w     52 calls
DIISManager::extrapolate: form new data:       0.13u       0.04s   0.049466w     52 calls
HF: Form G  :     120.86u       0.46s      35.34w     16 calls
HF: Form F  :       0.02u       0.00s   0.004995w     16 calls
HF: DIIS    :       0.86u       0.06s   0.222432w     16 calls
HF: Form C  :       1.76u       0.00s   0.448830w     16 calls
HF: Form D  :       0.04u       0.00s   0.008275w     16 calls

***********************************************************

Host: ThinkPad-P50

Timers On : Mon Jan 15 17:48:52 2018
Timers Off: Mon Jan 15 17:52:20 2018

Wall Time:      208.00 seconds

JK: (A|mn)  :      44.42u       0.00s      11.11w      5 calls
JK: (A|Q)^-1/2:       5.46u       0.03s   3.875589w      5 calls
JK: (Q|mn)  :      13.36u       0.00s      13.36w      5 calls
HF: Form H  :       0.00u       0.00s 0.00836200w      1 call
HF: Form S/X:       0.13u       0.00s 0.03158600w      1 call
HF: Guess   :       0.65u       0.00s 0.16261700w      1 call
SAD Guess   :       0.64u       0.00s 0.15950700w      1 call
JK: D       :       0.06u       0.01s   0.019637w     73 calls
JK: USO2AO  :       0.02u       0.00s   0.008910w     73 calls
JK: JK      :     525.73u       1.07s     137.21w     73 calls
JK: J       :      31.30u       0.11s   8.500537w     73 calls
JK: J1      :      16.70u       0.04s   4.248076w    103 calls
JK: J2      :      14.43u       0.06s   4.215116w    103 calls
JK: K       :     490.76u       0.15s     127.60w     73 calls
JK: K1      :     447.31u       0.01s     111.86w    131 calls
JK: K2      :      42.66u       0.14s      15.55w    101 calls
JK: AO2USO  :       0.00u       0.00s   0.000054w     73 calls
DIISManager::add_entry:       0.10u       0.02s   0.036148w     49 calls
DIISManager::extrapolate:       0.32u       0.06s   0.090595w     48 calls
DIISManager::extrapolate: bMatrix setup:       0.18u       0.01s   0.045719w     48 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.001416w     48 calls
DIISManager::extrapolate: form new data:       0.14u       0.05s   0.043246w     48 calls
HF: Form G  :     113.30u       0.49s      33.18w     16 calls
HF: Form F  :       0.01u       0.01s   0.005296w     16 calls
HF: DIIS    :       0.82u       0.07s   0.216500w     16 calls
HF: Form C  :       1.72u       0.02s   0.434030w     16 calls
HF: Form D  :       0.03u       0.00s   0.008304w     16 calls

***********************************************************
