  2.3642793716477106E-07   2.6581761189686861E-06   2.2797114836313595E-06   5.3060247759712454E-09   1.1608669183136912E-05   1.5410837598859770E-04   2.0478246487887565E-05   1.0521049531142532E-03   1.1463078981901265E-05   1.3640852890861256E-06   8.6913319082230571E-07   4.8242019409985131E-06   9.3830028652072659E-07   3.4268853016797061E-05   3.6823033151532451E-03
  7.3410257943245778E-08   1.1953003891068890E-06   7.2976696768725576E-07   3.9571950068438510E-10   7.6152482249067674E-06   1.0243951578109100E-04   3.6010741548645991E-05   1.0907997465367080E-03   2.1600248224311179E-05   8.4749184883973598E-07   6.7762999424875107E-08   5.8181846302611947E-07   7.5233800712792578E-09   4.4662314428365024E-04   2.3551774112627317E-03
  7.1938225070304027E-08   1.1448046645162602E-06   7.1684466221480330E-07   4.2972070800716164E-10   7.2976355835746782E-06   9.9481133620135483E-05   3.5644447590628352E-05   1.0537595004709434E-03   2.0931859343658888E-05   1.1027196368441592E-07   1.3359134620571938E-08   7.1718170959095098E-07   7.0463992132126993E-07   4.8939635200153427E-04   2.2578672006822063E-03
  7.6588140488817482E-09   1.0054157108079338E-08   4.3038009869226168E-08   1.4920359362568635E-10   7.1308592855389292E-06   1.2834189102535290E-05   1.2048614619465499E-10   1.6954040427201606E-05   6.3830765344716109E-07   3.2320154979652643E-09   6.7467845692384477E-08   1.1014080465087846E-08   3.3607912591431395E-09   6.2151198504354096E-09   5.2754447839455478E-05
  1.2674164287178676E-03   2.4200330340609765E-03   9.9410779035099683E-01   4.0863977002402820E-05   3.9716083100471228E-01   3.5478635267120928E-01   6.0397641483014707E-02   1.2233104184940489E-03   4.8407297899430921E-03   5.4405309065197352E-04   1.8896680685863471E-03   3.7778780852804989E-03   6.2280727827159453E-04   2.4395978429396156E-01   4.1064755428183684E-02
  3.9384993927813574E-06   9.9754086290129118E-01   2.6376256232564311E-03   5.5679290322922977E-07   6.0195311710765464E-01   4.6438648757852227E-04   9.3157171567955881E-03   9.9352750770454157E-01   2.1135918890414314E-03   5.2681014898992002E-06   1.2793535707224179E-05   3.7386486138755987E-04   7.3313372998900261E-06   7.4006910486846045E-01   9.2760651973998054E-01
  9.9783669654735896E-01   5.1620939610271920E-06   1.2562541667337887E-03   7.6881732451671860E-04   9.4190353193244580E-05   6.4076701733096020E-01   9.1560818342860972E-01   1.8290860265284925E-04   9.7911520842432553E-01   4.5992093033853187E-05   4.7023790414197871E-04   6.6438723894762719E-01   4.7269696926407153E-05   1.8890258291169174E-03   1.0317281003987096E-02
  8.3992425368268535E-04   4.0043654901589458E-06   5.5984561520324844E-05   9.9432911423358505E-01   5.9773157790431408E-07   1.4352710633971550E-03   4.6120327260111534E-03   4.2764566567373867E-04   2.1081528490176169E-03   5.7670495213870099E-01   5.7207829138666988E-01   3.2955065970408637E-01   5.7416815707202262E-01   2.5817876794427742E-05   1.4531550895850480E-03
  9.7577673913664061E-06   3.1287919357630147E-08   1.3468770407171965E-06   1.6385949792469424E-03   4.4049481234166582E-06   4.9306249587390656E-04   1.0001147129987372E-05   2.3230637646533137E-04   7.1086536277505162E-04   6.3284036339106108E-05   4.2524480664693337E-01   3.2086790320102220E-05   5.8450269065110203E-05   6.2744600235112081E-07   3.3648089974774826E-04
  7.7726520513139891E-06   4.0816465523692774E-07   2.5665839490315175E-06   1.6074426929290524E-03   5.0822965427333179E-06   4.8469760387595607E-05   3.2591865394019297E-03   1.4719115810323834E-05   1.1036354986986555E-03   4.4767098099136169E-05   6.5609244521634645E-05   1.6312626917322490E-04   4.2488106055648983E-01   3.9057721441318466E-04   3.6157236786149857E-05
  7.7003548218210277E-06   5.8897920502733889E-07   3.0537594680000062E-06   1.6135633601225973E-03   3.0696662150489970E-06   9.4809131575043808E-05   2.9663367886077082E-03   2.9424919442463017E-05   1.3722112190090938E-03   4.2242436089803737E-01   8.4694251269543610E-05   1.6987027932169397E-04   5.2928595416401092E-05   4.5259311278452672E-04   7.8386708698696887E-05
  6.5849954891115363E-09   3.0209805873808310E-09   5.5758169850218135E-08   1.4590774017580026E-10   1.3071540405755627E-05   6.3432097476282704E-07   4.8023198070138694E-07   2.6026456102218273E-06   6.8230779756789742E-06   7.0822980696872513E-08   5.0276660288799687E-08   1.2703657256780440E-06   6.6960949271571019E-08   2.8980166273123992E-06   3.2591491422672385E-05
