
Host: ThinkPad-P50

JK: D       :       0.04u       0.00s   0.035244w     75 calls
JK: USO2AO  :       0.01u       0.00s   0.015963w     75 calls
JK: JK      :     368.45u       1.88s     370.32w     75 calls
JK: J       :      14.01u       0.02s      14.00w     75 calls
JK: J1      :       7.01u       0.00s   7.004600w    110 calls
JK: J2      :       6.94u       0.01s   6.911853w    110 calls
JK: K       :     353.91u       0.00s     353.96w     75 calls
JK: K1      :     326.04u       0.00s     326.07w    143 calls
JK: K2      :      27.45u       0.00s      27.48w    108 calls
JK: AO2USO  :       0.00u       0.00s   0.000100w     75 calls
DIISManager::add_entry:       0.08u       0.02s   0.081107w     51 calls
DIISManager::extrapolate:       0.08u       0.11s   0.204060w     50 calls
DIISManager::extrapolate: bMatrix setup:       0.01u       0.08s   0.099068w     50 calls
DIISManager::extrapolate: bMatrix pseudoinverse:       0.00u       0.00s   0.003163w     50 calls
DIISManager::extrapolate: form new data:       0.07u       0.03s   0.101302w     50 calls
HF: Form G  :      96.32u       0.97s      97.33w     16 calls
HF: Form F  :       0.00u       0.01s   0.009482w     16 calls
HF: DIIS    :       0.35u       0.10s   0.444916w     16 calls
HF: Form C  :       0.68u       0.01s   0.696735w     16 calls
HF: Form D  :       0.01u       0.01s   0.016089w     16 calls

***********************************************************
