  9.7734659936977909E-08   3.0208486510150597E-07   1.5860484014268719E-06   3.1080031145169608E-09   2.1244864640695842E-05   2.9309638333800653E-06   6.3371812455803036E-04   6.2445403746030697E-07   6.2773112932264659E-07   5.4796810236038397E-04   1.5604179776560276E-04   2.4166364455064245E-07   4.6242148584175300E-05   4.0484295481005739E-05   3.5144907637014860E-07
  1.2281765705009563E-07   1.8356869511878057E-06   1.5191198110816508E-06   2.3792171465340577E-10   6.3523584648369427E-06   4.9642408447737341E-07   1.3239798679490582E-03   9.4409356880720549E-09   2.1668217078441631E-05   2.3362559810206876E-03   1.6667563424754756E-03   4.4169999365440117E-08   1.4184838674808351E-04   7.7259782950208275E-05   7.9215713158746980E-07
  2.5417724821316890E-09   3.4189376830607033E-09   1.2795000229270072E-07   6.0146090795934639E-11   2.3334514269006912E-06   3.1946444629579079E-08   1.6162978411515862E-04   1.2801188778913861E-08   4.5411710160691225E-07   1.4026903014878533E-05   4.5350507371830162E-06   2.8800514869667261E-07   1.4952461436307790E-06   1.4299972320573075E-06   1.9508753576118903E-07
  2.5354966956536063E-09   1.4782351488425880E-10   2.2094789022462400E-08   5.2146604590605697E-11   4.0312233890212678E-06   2.2634479889454590E-10   3.1350234583427902E-06   7.6248768961366065E-08   4.5443674516818637E-08   2.6004043893902881E-06   2.3052062553722052E-06   1.1862168388880479E-08   4.2157678562033140E-06   4.1787006243752179E-06   7.1384297550421725E-09
  1.2505102707573430E-03   2.4767652356528220E-03   9.9420926086664863E-01   4.0680101461267803E-05   3.9590698338001529E-01   3.5972662475791213E-03   2.6801721908872622E-01   1.7560725594865754E-03   4.8724933487379616E-03   4.3011317795361610E-02   1.3053669569575263E-03   6.2668766595293550E-04   3.5332540420571851E-01   6.3059742760202070E-02   5.4964607128283162E-04
  4.1547651643568260E-06   9.9748756263146876E-01   2.7211929946369504E-03   5.5727479172324467E-07   6.0301206141077135E-01   3.5688419880994254E-04   7.2230119264517423E-01   1.1731232110341137E-05   2.2160337652677394E-03   9.3006544819202563E-01   9.9503847611694674E-01   7.8948007016669462E-06   5.0067766459896944E-04   1.0895505191501212E-02   7.5393986189646444E-06
  9.9786996724675725E-01   5.4998765748059938E-06   1.2342588767156948E-03   7.5824862794723826E-04   1.0364698887127275E-04   6.6187712624523498E-01   1.8115648550947371E-03   4.5408101251609380E-04   9.8608669307614671E-01   1.0758049464650435E-02   2.6703963862314103E-04   4.7210342203560326E-05   6.4192553664694252E-01   9.1321004172885978E-01   4.2502897246054412E-05
  8.3251366981465741E-04   3.5719255046731547E-06   5.5864292202152854E-05   9.9434006958568522E-01   4.1383225898660306E-06   3.3268507461241736E-01   3.3819946641580963E-05   5.7407217013297251E-01   2.0466088564887325E-03   1.4567799602086999E-03   3.1254332071338318E-04   5.7365737195235433E-01   1.4201585935281658E-03   4.6079399878355357E-03   5.7375782634624639E-01
  7.7622623976578075E-06   3.3177309028766446E-07   2.6359333743878837E-06   1.6083746644044675E-03   3.8754179960610116E-06   1.8116757557511243E-04   3.7010019887554049E-04   6.9503734682222572E-05   1.0789632438426302E-03   2.7191699253625307E-05   1.0423191720745316E-05   4.2547492893190980E-01   6.2192173614854837E-05   3.2992030671281599E-03   4.5816787748380886E-05
  9.7241931932513310E-06   2.8695376463664013E-08   1.3382895719307513E-06   1.6388595575058903E-03   6.1880805599893323E-06   2.8198233163709203E-05   6.5697334997358747E-06   4.2340451412684765E-01   6.5763764067053234E-04   3.1765520016770584E-04   1.8793686156531037E-04   7.3515478099061239E-05   5.3521941999488747E-04   8.4379637084574016E-06   6.8980952245196520E-05
