  9.9378244562579299E-01   5.5893018331692823E-01   5.6337549739689874E-01   5.6140391928233202E-01
  1.5687817138459331E-03   1.2075109786098875E-04   4.3157750434389169E-01   6.7351724742586758E-05
  1.5189373098419467E-03   4.3500130767041217E-01   9.6541544037279957E-05   7.9375832972109424E-05
  1.5324726767043096E-03   8.8898591429446190E-05   5.9794879571414526E-05   4.3368398857742180E-01
  6.2052716089332730E-07   4.1032008323200828E-05   3.1868297943218128E-04   4.0733029908703882E-05
  1.1797832497862755E-06   1.9308414253850412E-05   3.1126476365717765E-04   6.5429784431314352E-05
  6.9726826701622011E-10   1.5600425562715007E-07   1.6667520208498188E-07   7.7592099261001436E-07
  1.2817250817159199E-09   7.4412806595377556E-08   7.5432613928433782E-07   1.0537355878737111E-06
  1.7794338472396126E-10   7.8237472187950588E-09   1.4598493740515166E-07   3.6306558612611616E-08
  2.2671417428359889E-11   1.0947172809195895E-09   9.0245402299705138E-10   4.4436563390576318E-10
  2.0525793271422284E-09   4.2253967555131413E-08   4.5706983152367423E-07   4.9298528701081849E-07
  3.7346464947817452E-08   2.5029121065084234E-05   1.9210900908585691E-06   2.6302568838853438E-06
  1.4281373726928059E-09   5.2542067751031450E-07   3.9922680846128094E-08   7.7996659812569331E-10
  1.2731913838256334E-09   3.2805934831578199E-07   1.3625416942600045E-07   9.3005360308757221E-08
  1.4684183812682813E-09   8.9611377397312159E-06   5.9140010368409548E-07   3.5649930603488550E-07
  1.4306489311827976E-08   2.0482249851506652E-06   7.9356453081955550E-07   2.7873752832582744E-05
  1.4063675711733234E-10   1.4047481153752845E-07   1.8591688673858308E-07   5.9850015476496974E-07
  1.3720174696433198E-09   2.4557066338494027E-08   9.8339351854980628E-09   1.1528124308377213E-08
  2.1896812488989318E-10   8.8374919295693477E-08   2.2121932427745890E-08   7.3252267771364399E-08
  8.5624311533835017E-11   1.6580350687248245E-09   1.7500517881264503E-09   9.7459553940628792E-10
  1.8207342846248851E-12   8.7081653635038491E-09   1.5420985681335915E-10   3.7235047705737517E-09
  2.3016653966017823E-11   2.6336696264759421E-12   5.7117085195517028E-10   1.8677779938800254E-09
  4.2078962286929981E-07   3.8110055881403894E-05   1.8784713730208187E-06   5.7320166550794166E-05
  1.0541607293528793E-05   7.0382400141402547E-05   7.0147278453114425E-05   1.0688991629629787E-03
  1.3020804838203493E-06   1.2527486505883758E-04   2.2752836279430188E-05   2.2451108068122667E-05
  4.9563247482264329E-07   3.1689601897770178E-05   6.3644259450700849E-05   6.5576276472930223E-06
  1.1200016585576878E-05   5.8660303624044490E-05   1.0672716370777092E-03   1.5671693455622250E-04
  1.5698404191862385E-03   5.0536470292991721E-03   2.9393409917734710E-03   3.2043696570823979E-03
  1.3774592092649344E-06   3.6932807574263529E-04   6.3394199469895486E-05   4.8372856134630634E-05
  1.7206744063972469E-08   2.2112256484008362E-07   3.8965878670444866E-07   4.6691749158372157E-06
  1.0649129664684832E-07   7.7230428365205928E-06   9.8522317837221202E-06   6.7206502460154328E-07
  2.5370229587701659E-08   5.0600114834941542E-07   8.4292908594476958E-06   3.9095235478256746E-06
  2.2076791788564764E-08   2.7168304950967105E-09   5.5989077779714278E-06   2.8707656556834672E-06
  6.6516753375227274E-08   2.8029537847236240E-08   2.7256719379792058E-06   3.4895892440467199E-05
  8.4799764630670725E-08   5.5083272845436619E-06   6.1119168397758182E-08   1.3493300031927135E-05
