  9.9376936966269791E-01   5.6661579447678889E-01   5.6678024760484702E-01   5.6045091044471307E-01
  1.5433232975024533E-03   4.2583052234687802E-01   1.7280507198211154E-04   8.7221065114386360E-05
  1.5395097012061492E-03   1.7534417153280667E-04   4.2529453082815610E-01   9.3423590333186810E-05
  1.5418835651119251E-03   5.6608016299824714E-05   6.0131754053332718E-05   4.3552683791978508E-01
  4.2367128079629935E-07   6.7349936818043870E-05   5.7855944570778901E-05   3.8034136250521996E-05
  6.9875963287458108E-11   2.0750968054114025E-07   2.1812633111680657E-07   3.9279774341692150E-08
  1.1226356268677265E-06   2.5002923714776809E-04   2.2977350506377919E-04   1.6767357807188077E-04
  2.0559185963549314E-07   1.9433250704141070E-05   1.7839217404225010E-05   2.2080561163037769E-05
  1.0228584814433951E-08   1.1882174724901165E-06   1.0853201145317790E-07   1.3780608332268379E-06
  9.6065203582164989E-09   1.2862172976043968E-07   8.7828624684316349E-07   1.2072059376745837E-06
  8.6250049901810992E-08   4.6584436743280948E-06   4.9338288293900853E-06   1.1158229383309473E-05
  1.3234722248452735E-08   2.0622522225704066E-07   1.4165560892039110E-07   3.0081410634093931E-06
  2.9952305722609330E-08   6.4055948913274379E-07   7.6800489218447282E-07   2.9022240082529833E-05
  5.4283275235360597E-10   1.6251621467504768E-07   1.1872536295897187E-07   7.0078735987235427E-07
  5.1839279838680897E-10   7.5457447177874992E-08   7.9814035813773335E-08   1.2342599238211703E-07
  1.3039665267631154E-10   2.3948348359212391E-09   2.4544699404015541E-08   5.6183446790613621E-07
  9.5398604759496094E-12   1.4279177935424860E-09   4.4108123629563106E-09   5.7448474442059547E-11
  5.6683955714823783E-12   3.9667154712416082E-10   8.0615965391125097E-10   1.5387844373993450E-08
  1.5677923831548867E-11   2.0718577577802409E-08   1.1874937738931084E-08   3.1303920563214423E-08
  5.5862495184207740E-07   4.4805593139198397E-05   4.3455264370057296E-05   6.4975515024318542E-05
  1.6072905085845085E-05   2.0269472352659281E-04   1.9948158805527410E-04   1.0589666410837756E-03
  2.5846630045431807E-07   6.8641517605732874E-05   7.3697202657091774E-05   7.4385221838551201E-06
  4.8325307428371276E-07   9.0633743902445447E-05   9.4330335441322044E-05   1.4320464158494792E-04
  1.8363422035170639E-05   4.9320250046412835E-04   4.5964295190549189E-04   4.5482816239674119E-04
  1.5681582488825110E-03   6.0571551398622215E-03   6.4891817356286206E-03   1.7993910952517934E-03
  7.3134368387739492E-08   7.9288068110356944E-06   8.1665050076104716E-06   3.7716485236062149E-05
  4.3255448465419382E-08   1.2564049585481397E-05   1.1571880929946955E-05   5.1687679617365621E-08
